Year,Network,Species,Sex,Weight
2003,CRO,water.vole,male,95
2003,CRO,water.vole,male,95
2003,CRO,water.vole,male,95
2008,CRO,water.vole,male,95
2009,CRO,water.vole,male,95
2011,CRO,water.vole,male,95
2011,CRO,water.vole,male,95
2012,CRO,water.vole,male,95
1999,CRO,water.vole,male,100
1999,CRO,water.vole,male,100
1999,CRO,water.vole,male,100
1999,CRO,water.vole,male,100
2001,CRO,water.vole,male,100
2001,CRO,water.vole,male,100
2002,CRO,water.vole,male,100
2002,CRO,water.vole,male,100
2003,CRO,water.vole,male,100
2003,CRO,water.vole,male,100
2004,CRO,water.vole,male,100
2004,CRO,water.vole,male,100
2004,CRO,water.vole,male,100
2005,CRO,water.vole,male,100
2005,CRO,water.vole,male,100
2008,CRO,water.vole,male,100
2008,CRO,water.vole,male,100
2008,CRO,water.vole,male,100
2008,CRO,water.vole,male,100
2008,CRO,water.vole,male,100
2008,CRO,water.vole,male,100
2008,CRO,water.vole,male,100
2009,CRO,water.vole,male,100
2009,CRO,water.vole,male,100
2009,CRO,water.vole,male,100
2009,CRO,water.vole,male,100
2009,CRO,water.vole,male,100
2009,CRO,water.vole,male,100
2009,CRO,water.vole,male,100
2011,CRO,water.vole,male,100
2011,CRO,water.vole,male,100
2011,CRO,water.vole,male,100
2012,CRO,water.vole,male,100
1999,CRO,water.vole,male,105
1999,CRO,water.vole,male,105
2001,CRO,water.vole,male,105
2001,CRO,water.vole,male,105
2003,CRO,water.vole,male,105
2003,CRO,water.vole,male,105
2005,CRO,water.vole,male,105
2008,CRO,water.vole,male,105
2008,CRO,water.vole,male,105
2009,CRO,water.vole,male,105
2009,CRO,water.vole,male,105
2011,CRO,water.vole,male,105
2011,CRO,water.vole,male,105
2011,CRO,water.vole,male,105
2012,CRO,water.vole,male,105
2002,CRO,water.vole,male,110
2002,CRO,water.vole,male,110
2003,CRO,water.vole,male,110
2003,CRO,water.vole,male,110
2004,CRO,water.vole,male,110
2004,CRO,water.vole,male,110
2005,CRO,water.vole,male,110
2005,CRO,water.vole,male,110
2006,CRO,water.vole,male,110
2007,CRO,water.vole,male,110
2008,CRO,water.vole,male,110
2008,CRO,water.vole,male,110
2010,CRO,water.vole,male,110
2010,CRO,water.vole,male,110
2011,CRO,water.vole,male,110
2011,CRO,water.vole,male,110
2011,CRO,water.vole,male,110
2012,CRO,water.vole,male,110
2012,CRO,water.vole,male,110
2002,CRO,water.vole,male,112
1999,CRO,water.vole,male,115
1999,CRO,water.vole,male,115
2001,CRO,water.vole,male,115
2003,CRO,water.vole,male,115
2004,CRO,water.vole,male,115
2004,CRO,water.vole,male,115
2004,CRO,water.vole,male,115
2007,CRO,water.vole,male,115
2007,CRO,water.vole,male,115
2008,CRO,water.vole,male,115
2008,CRO,water.vole,male,115
2008,CRO,water.vole,male,115
2008,CRO,water.vole,male,115
2008,CRO,water.vole,male,115
2009,CRO,water.vole,male,115
2010,CRO,water.vole,male,115
2011,CRO,water.vole,male,115
2011,CRO,water.vole,male,115
2012,CRO,water.vole,male,115
1999,CRO,water.vole,male,120
2001,CRO,water.vole,male,120
2001,CRO,water.vole,male,120
2003,CRO,water.vole,male,120
2003,CRO,water.vole,male,120
2003,CRO,water.vole,male,120
2004,CRO,water.vole,male,120
2004,CRO,water.vole,male,120
2005,CRO,water.vole,male,120
2006,CRO,water.vole,male,120
2007,CRO,water.vole,male,120
2007,CRO,water.vole,male,120
2010,CRO,water.vole,male,120
2010,CRO,water.vole,male,120
2011,CRO,water.vole,male,120
2011,CRO,water.vole,male,120
2011,CRO,water.vole,male,120
2011,CRO,water.vole,male,120
2002,CRO,water.vole,male,122
2002,CRO,water.vole,male,122
2004,CRO,water.vole,male,125
2008,CRO,water.vole,male,125
2008,CRO,water.vole,male,125
2011,CRO,water.vole,male,125
2012,CRO,water.vole,male,125
2002,CRO,water.vole,male,128
1999,CRO,water.vole,male,130
2002,CRO,water.vole,male,130
2002,CRO,water.vole,male,130
2003,CRO,water.vole,male,130
2003,CRO,water.vole,male,130
2003,CRO,water.vole,male,130
2004,CRO,water.vole,male,130
2004,CRO,water.vole,male,130
2004,CRO,water.vole,male,130
2005,CRO,water.vole,male,130
2005,CRO,water.vole,male,130
2005,CRO,water.vole,male,130
2005,CRO,water.vole,male,130
2006,CRO,water.vole,male,130
2008,CRO,water.vole,male,130
2009,CRO,water.vole,male,130
2009,CRO,water.vole,male,130
2010,CRO,water.vole,male,130
2010,CRO,water.vole,male,130
2011,CRO,water.vole,male,130
2011,CRO,water.vole,male,130
2011,CRO,water.vole,male,130
2011,CRO,water.vole,male,130
2011,CRO,water.vole,male,132
1999,CRO,water.vole,male,135
2002,CRO,water.vole,male,135
2002,CRO,water.vole,male,135
2002,CRO,water.vole,male,135
2003,CRO,water.vole,male,135
2003,CRO,water.vole,male,135
2004,CRO,water.vole,male,135
2006,CRO,water.vole,male,135
2006,CRO,water.vole,male,135
2008,CRO,water.vole,male,135
2010,CRO,water.vole,male,135
2011,CRO,water.vole,male,135
2001,CRO,water.vole,male,140
2002,CRO,water.vole,male,140
2002,CRO,water.vole,male,140
2003,CRO,water.vole,male,140
2003,CRO,water.vole,male,140
2003,CRO,water.vole,male,140
2004,CRO,water.vole,male,140
2007,CRO,water.vole,male,140
2007,CRO,water.vole,male,140
2007,CRO,water.vole,male,140
2007,CRO,water.vole,male,140
2008,CRO,water.vole,male,140
2008,CRO,water.vole,male,140
2008,CRO,water.vole,male,140
2009,CRO,water.vole,male,140
2009,CRO,water.vole,male,140
2010,CRO,water.vole,male,140
2010,CRO,water.vole,male,140
2010,CRO,water.vole,male,140
2010,CRO,water.vole,male,140
2011,CRO,water.vole,male,140
2011,CRO,water.vole,male,140
2012,CRO,water.vole,male,140
2012,CRO,water.vole,male,140
1999,CRO,water.vole,male,145
2002,CRO,water.vole,male,145
2003,CRO,water.vole,male,145
2004,CRO,water.vole,male,145
2004,CRO,water.vole,male,145
2005,CRO,water.vole,male,145
2005,CRO,water.vole,male,145
2006,CRO,water.vole,male,145
2011,CRO,water.vole,male,145
2011,CRO,water.vole,male,145
2000,CRO,water.vole,male,148
1999,CRO,water.vole,male,150
2002,CRO,water.vole,male,150
2002,CRO,water.vole,male,150
2003,CRO,water.vole,male,150
2003,CRO,water.vole,male,150
2004,CRO,water.vole,male,150
2004,CRO,water.vole,male,150
2004,CRO,water.vole,male,150
2004,CRO,water.vole,male,150
2004,CRO,water.vole,male,150
2004,CRO,water.vole,male,150
2004,CRO,water.vole,male,150
2006,CRO,water.vole,male,150
2006,CRO,water.vole,male,150
2007,CRO,water.vole,male,150
2007,CRO,water.vole,male,150
2008,CRO,water.vole,male,150
2009,CRO,water.vole,male,150
2009,CRO,water.vole,male,150
2009,CRO,water.vole,male,150
2010,CRO,water.vole,male,150
2011,CRO,water.vole,male,150
2011,CRO,water.vole,male,150
2012,CRO,water.vole,male,150
2000,CRO,water.vole,male,155
2001,CRO,water.vole,male,155
2001,CRO,water.vole,male,155
2003,CRO,water.vole,male,155
2004,CRO,water.vole,male,155
2001,CRO,water.vole,male,160
2002,CRO,water.vole,male,160
2003,CRO,water.vole,male,160
2003,CRO,water.vole,male,160
2004,CRO,water.vole,male,160
2004,CRO,water.vole,male,160
2004,CRO,water.vole,male,160
2004,CRO,water.vole,male,160
2007,CRO,water.vole,male,160
2007,CRO,water.vole,male,160
2007,CRO,water.vole,male,160
2008,CRO,water.vole,male,160
2008,CRO,water.vole,male,160
2008,CRO,water.vole,male,160
2008,CRO,water.vole,male,160
2009,CRO,water.vole,male,160
2011,CRO,water.vole,male,160
2011,CRO,water.vole,male,160
2011,CRO,water.vole,male,160
2012,CRO,water.vole,male,160
2001,CRO,water.vole,male,165
2001,CRO,water.vole,male,165
2003,CRO,water.vole,male,165
2004,CRO,water.vole,male,165
2005,CRO,water.vole,male,165
2005,CRO,water.vole,male,165
2006,CRO,water.vole,male,165
2009,CRO,water.vole,male,165
2009,CRO,water.vole,male,165
2011,CRO,water.vole,male,165
2002,CRO,water.vole,male,170
2002,CRO,water.vole,male,170
2002,CRO,water.vole,male,170
2003,CRO,water.vole,male,170
2003,CRO,water.vole,male,170
2004,CRO,water.vole,male,170
2008,CRO,water.vole,male,170
2008,CRO,water.vole,male,170
2008,CRO,water.vole,male,170
2008,CRO,water.vole,male,170
2009,CRO,water.vole,male,170
2011,CRO,water.vole,male,170
2012,CRO,water.vole,male,170
2012,CRO,water.vole,male,170
2002,CRO,water.vole,male,174
2002,CRO,water.vole,male,175
2004,CRO,water.vole,male,175
2004,CRO,water.vole,male,175
2006,CRO,water.vole,male,175
2010,CRO,water.vole,male,175
2011,CRO,water.vole,male,175
2011,CRO,water.vole,male,175
2002,CRO,water.vole,male,180
2003,CRO,water.vole,male,180
2004,CRO,water.vole,male,180
2004,CRO,water.vole,male,180
2004,CRO,water.vole,male,180
2005,CRO,water.vole,male,180
2006,CRO,water.vole,male,180
2007,CRO,water.vole,male,180
2008,CRO,water.vole,male,180
2008,CRO,water.vole,male,180
2010,CRO,water.vole,male,180
2010,CRO,water.vole,male,180
2002,CRO,water.vole,male,185
2002,CRO,water.vole,male,185
2003,CRO,water.vole,male,185
2004,CRO,water.vole,male,185
2007,CRO,water.vole,male,185
2011,CRO,water.vole,male,185
2001,CRO,water.vole,male,190
2002,CRO,water.vole,male,190
2003,CRO,water.vole,male,190
2003,CRO,water.vole,male,190
2003,CRO,water.vole,male,190
2009,CRO,water.vole,male,190
2011,CRO,water.vole,male,190
2011,CRO,water.vole,male,190
2011,CRO,water.vole,male,190
1999,CRO,water.vole,male,195
2000,CRO,water.vole,male,195
2002,CRO,water.vole,male,195
2003,CRO,water.vole,male,195
2007,CRO,water.vole,male,195
2008,CRO,water.vole,male,195
2008,CRO,water.vole,male,195
2011,CRO,water.vole,male,195
2011,CRO,water.vole,male,195
2001,CRO,water.vole,male,200
2002,CRO,water.vole,male,200
2003,CRO,water.vole,male,200
2003,CRO,water.vole,male,200
2003,CRO,water.vole,male,200
2004,CRO,water.vole,male,200
2004,CRO,water.vole,male,200
2004,CRO,water.vole,male,200
2005,CRO,water.vole,male,200
2005,CRO,water.vole,male,200
2009,CRO,water.vole,male,200
2009,CRO,water.vole,male,200
2009,CRO,water.vole,male,200
2009,CRO,water.vole,male,200
2009,CRO,water.vole,male,200
2010,CRO,water.vole,male,200
2010,CRO,water.vole,male,200
1999,CRO,water.vole,male,205
1999,CRO,water.vole,male,205
2008,CRO,water.vole,male,205
2008,CRO,water.vole,male,205
2010,CRO,water.vole,male,205
2011,CRO,water.vole,male,205
2012,CRO,water.vole,male,205
2003,CRO,water.vole,male,210
2004,CRO,water.vole,male,210
2004,CRO,water.vole,male,210
2004,CRO,water.vole,male,210
2005,CRO,water.vole,male,210
2007,CRO,water.vole,male,210
2007,CRO,water.vole,male,210
2008,CRO,water.vole,male,210
2009,CRO,water.vole,male,210
2011,CRO,water.vole,male,210
2011,CRO,water.vole,male,210
2012,CRO,water.vole,male,210
2011,CRO,water.vole,male,212
2012,CRO,water.vole,male,215
2012,CRO,water.vole,male,215
1999,CRO,water.vole,male,220
2003,CRO,water.vole,male,220
2003,CRO,water.vole,male,220
2003,CRO,water.vole,male,220
2003,CRO,water.vole,male,220
2004,CRO,water.vole,male,220
2005,CRO,water.vole,male,220
2005,CRO,water.vole,male,220
2009,CRO,water.vole,male,220
2010,CRO,water.vole,male,220
2010,CRO,water.vole,male,220
2012,CRO,water.vole,male,220
2012,CRO,water.vole,male,220
2004,CRO,water.vole,male,225
2005,CRO,water.vole,male,225
2004,CRO,water.vole,male,230
2005,CRO,water.vole,male,230
2005,CRO,water.vole,male,230
2005,CRO,water.vole,male,230
2010,CRO,water.vole,male,230
2010,CRO,water.vole,male,230
2010,CRO,water.vole,male,230
2011,CRO,water.vole,male,230
2011,CRO,water.vole,male,230
2012,CRO,water.vole,male,230
2004,CRO,water.vole,male,235
2004,CRO,water.vole,male,235
2009,CRO,water.vole,male,235
2007,CRO,water.vole,male,240
2007,CRO,water.vole,male,240
2008,CRO,water.vole,male,240
2002,CRO,water.vole,male,245
2011,CRO,water.vole,male,245
2008,CRO,water.vole,male,250
2007,CRO,water.vole,male,260
2009,CRO,water.vole,male,260
2011,CRO,water.vole,male,260
2012,CRO,water.vole,female,95
2012,CRO,water.vole,female,130
2012,CRO,water.vole,female,230
2012,CRO,water.vole,male,70
2012,CRO,water.vole,male,85
2012,CRO,water.vole,male,170
2012,CRO,water.vole,male,100
2002,LED,water.vole,female,35
2002,LED,water.vole,female,40
2009,LED,water.vole,female,40
2004,LED,water.vole,female,50
2002,LED,water.vole,female,55
2002,LED,water.vole,female,60
2003,LED,water.vole,female,60
2002,LED,water.vole,female,65
2004,LED,water.vole,female,65
2004,LED,water.vole,female,70
2004,LED,water.vole,female,70
2006,LED,water.vole,female,70
2012,LED,water.vole,female,70
2000,LED,water.vole,female,75
2002,LED,water.vole,female,75
2002,LED,water.vole,female,80
2002,LED,water.vole,female,80
2010,LED,water.vole,female,80
2011,LED,water.vole,female,80
2003,LED,water.vole,female,85
2011,LED,water.vole,female,85
2004,LED,water.vole,female,90
2006,LED,water.vole,female,90
2006,LED,water.vole,female,90
2011,LED,water.vole,female,90
2012,LED,water.vole,female,90
2012,LED,water.vole,female,90
2002,LED,water.vole,female,100
2003,LED,water.vole,female,100
2004,LED,water.vole,female,100
2006,LED,water.vole,female,100
2008,LED,water.vole,female,100
2011,LED,water.vole,female,100
2012,LED,water.vole,female,100
2000,LED,water.vole,female,105
2004,LED,water.vole,female,105
2004,LED,water.vole,female,105
2011,LED,water.vole,female,105
2011,LED,water.vole,female,105
2001,LED,water.vole,female,110
2001,LED,water.vole,female,110
2001,LED,water.vole,female,110
2002,LED,water.vole,female,110
2004,LED,water.vole,female,110
2005,LED,water.vole,female,110
2005,LED,water.vole,female,110
2011,LED,water.vole,female,110
2002,LED,water.vole,female,115
2003,LED,water.vole,female,115
2006,LED,water.vole,female,115
2010,LED,water.vole,female,115
2011,LED,water.vole,female,115
2003,LED,water.vole,female,120
2004,LED,water.vole,female,120
2006,LED,water.vole,female,120
2008,LED,water.vole,female,120
2003,LED,water.vole,female,125
2011,LED,water.vole,female,125
2012,LED,water.vole,female,125
2000,LED,water.vole,female,130
2000,LED,water.vole,female,130
2003,LED,water.vole,female,130
2006,LED,water.vole,female,130
2000,LED,water.vole,female,135
2002,LED,water.vole,female,135
2002,LED,water.vole,female,135
2004,LED,water.vole,female,135
2004,LED,water.vole,female,135
2011,LED,water.vole,female,135
2000,LED,water.vole,female,140
2002,LED,water.vole,female,140
2002,LED,water.vole,female,140
2004,LED,water.vole,female,140
2004,LED,water.vole,female,140
2008,LED,water.vole,female,140
2011,LED,water.vole,female,140
2012,LED,water.vole,female,140
2000,LED,water.vole,female,145
2003,LED,water.vole,female,145
2004,LED,water.vole,female,145
2004,LED,water.vole,female,145
2010,LED,water.vole,female,145
2012,LED,water.vole,female,145
2000,LED,water.vole,female,150
2003,LED,water.vole,female,150
2006,LED,water.vole,female,150
2008,LED,water.vole,female,150
2011,LED,water.vole,female,150
2002,LED,water.vole,female,160
2012,LED,water.vole,female,160
2001,LED,water.vole,female,165
2002,LED,water.vole,female,165
2009,LED,water.vole,female,170
2012,LED,water.vole,female,170
2012,LED,water.vole,female,170
2000,LED,water.vole,female,175
2001,LED,water.vole,female,175
1999,LED,water.vole,female,180
2001,LED,water.vole,female,180
2004,LED,water.vole,female,180
2010,LED,water.vole,female,180
2008,LED,water.vole,female,185
2012,LED,water.vole,female,185
2004,LED,water.vole,female,190
2005,LED,water.vole,female,190
2010,LED,water.vole,female,190
2012,LED,water.vole,female,190
1999,LED,water.vole,female,195
2001,LED,water.vole,female,195
2001,LED,water.vole,female,195
1999,LED,water.vole,female,200
2000,LED,water.vole,female,200
2003,LED,water.vole,female,200
2004,LED,water.vole,female,200
2011,LED,water.vole,female,200
2001,LED,water.vole,female,210
2006,LED,water.vole,female,210
2010,LED,water.vole,female,210
2011,LED,water.vole,female,215
2011,LED,water.vole,female,215
1999,LED,water.vole,female,220
2001,LED,water.vole,female,220
2005,LED,water.vole,female,220
2010,LED,water.vole,female,220
2008,LED,water.vole,female,225
2010,LED,water.vole,female,225
2011,LED,water.vole,female,225
2000,LED,water.vole,female,230
2002,LED,water.vole,female,230
2002,LED,water.vole,female,230
2003,LED,water.vole,female,230
1999,LED,water.vole,female,235
1999,LED,water.vole,female,235
2002,LED,water.vole,female,240
2000,LED,water.vole,female,250
2006,LED,water.vole,female,250
2006,LED,water.vole,female,250
1999,LED,water.vole,female,255
2002,LED,water.vole,female,275
2011,LED,water.vole,male,30
2004,LED,water.vole,male,35
2004,LED,water.vole,male,35
2009,LED,water.vole,male,35
2000,LED,water.vole,male,40
2002,LED,water.vole,male,40
2000,LED,water.vole,male,45
2000,LED,water.vole,male,45
2002,LED,water.vole,male,45
2002,LED,water.vole,male,45
2009,LED,water.vole,male,45
2009,LED,water.vole,male,45
2002,LED,water.vole,male,50
2002,LED,water.vole,male,50
2002,LED,water.vole,male,60
2002,LED,water.vole,male,60
2003,LED,water.vole,male,60
2002,LED,water.vole,male,70
2002,LED,water.vole,male,70
2012,LED,water.vole,male,70
2002,LED,water.vole,male,75
2002,LED,water.vole,male,75
2002,LED,water.vole,male,76
2002,LED,water.vole,male,78
2002,LED,water.vole,male,80
2002,LED,water.vole,male,80
2002,LED,water.vole,male,80
2002,LED,water.vole,male,80
2002,LED,water.vole,male,80
2003,LED,water.vole,male,80
2010,LED,water.vole,male,80
2011,LED,water.vole,male,80
2012,LED,water.vole,male,80
2009,LED,water.vole,male,85
2002,LED,water.vole,male,90
2002,LED,water.vole,male,90
2004,LED,water.vole,male,95
2000,LED,water.vole,male,100
2003,LED,water.vole,male,100
2008,LED,water.vole,male,100
2000,LED,water.vole,male,105
2002,LED,water.vole,male,105
2004,LED,water.vole,male,105
2005,LED,water.vole,male,105
2006,LED,water.vole,male,105
2006,LED,water.vole,male,105
2008,LED,water.vole,male,105
2008,LED,water.vole,male,105
2011,LED,water.vole,male,105
2000,LED,water.vole,male,110
2004,LED,water.vole,male,110
2005,LED,water.vole,male,110
2006,LED,water.vole,male,110
2008,LED,water.vole,male,110
2008,LED,water.vole,male,110
2010,LED,water.vole,male,110
2010,LED,water.vole,male,110
2010,LED,water.vole,male,110
2011,LED,water.vole,male,110
2011,LED,water.vole,male,110
2011,LED,water.vole,male,110
2012,LED,water.vole,male,110
2012,LED,water.vole,male,110
2000,LED,water.vole,male,115
2008,LED,water.vole,male,115
2008,LED,water.vole,male,115
2008,LED,water.vole,male,115
2011,LED,water.vole,male,115
2012,LED,water.vole,male,115
2000,LED,water.vole,male,120
2002,LED,water.vole,male,120
2002,LED,water.vole,male,120
2003,LED,water.vole,male,120
2004,LED,water.vole,male,120
2000,LED,water.vole,male,125
2002,LED,water.vole,male,125
2005,LED,water.vole,male,125
2006,LED,water.vole,male,125
2011,LED,water.vole,male,125
2012,LED,water.vole,male,125
2000,LED,water.vole,male,130
2002,LED,water.vole,male,130
2003,LED,water.vole,male,130
2003,LED,water.vole,male,130
2004,LED,water.vole,male,130
2006,LED,water.vole,male,130
2011,LED,water.vole,male,130
2008,LED,water.vole,male,135
2011,LED,water.vole,male,135
2011,LED,water.vole,male,135
2002,LED,water.vole,male,140
2003,LED,water.vole,male,140
2004,LED,water.vole,male,140
2011,LED,water.vole,male,140
2012,LED,water.vole,male,140
2012,LED,water.vole,male,140
2001,LED,water.vole,male,147
2000,LED,water.vole,male,150
2000,LED,water.vole,male,150
2002,LED,water.vole,male,150
2002,LED,water.vole,male,150
2004,LED,water.vole,male,150
2009,LED,water.vole,male,150
2010,LED,water.vole,male,150
2010,LED,water.vole,male,150
2003,LED,water.vole,male,155
2005,LED,water.vole,male,155
2002,LED,water.vole,male,160
2004,LED,water.vole,male,160
2004,LED,water.vole,male,160
2011,LED,water.vole,male,160
2001,LED,water.vole,male,180
2004,LED,water.vole,male,180
2012,LED,water.vole,male,180
2004,LED,water.vole,male,185
2002,LED,water.vole,male,190
2008,LED,water.vole,male,190
2009,LED,water.vole,male,190
2010,LED,water.vole,male,190
2011,LED,water.vole,male,190
2000,LED,water.vole,male,200
2001,LED,water.vole,male,200
2002,LED,water.vole,male,200
2010,LED,water.vole,male,200
2012,LED,water.vole,male,205
1999,LED,water.vole,male,210
2004,LED,water.vole,male,210
2006,LED,water.vole,male,210
2012,LED,water.vole,male,210
1999,LED,water.vole,male,215
2000,LED,water.vole,male,215
2002,LED,water.vole,male,215
2002,LED,water.vole,male,215
2002,LED,water.vole,male,215
2011,LED,water.vole,male,215
1999,LED,water.vole,male,220
2004,LED,water.vole,male,220
2004,LED,water.vole,male,220
2001,LED,water.vole,male,226
1999,LED,water.vole,male,230
1999,LED,water.vole,male,230
2003,LED,water.vole,male,230
2012,LED,water.vole,male,230
2004,LED,water.vole,male,235
2012,LED,water.vole,male,235
1999,LED,water.vole,male,240
1999,LED,water.vole,male,240
1999,LED,water.vole,male,240
2003,LED,water.vole,male,245
1999,LED,water.vole,male,250
1999,LED,water.vole,male,255
1999,LED,water.vole,male,260
2005,LEI,water.vole,female,30
2010,LEI,water.vole,female,30
2010,LEI,water.vole,female,35
2010,LEI,water.vole,female,35
2007,LEI,water.vole,female,40
2006,LEI,water.vole,female,55
